date,new,old,est
2014-01-01,6050.0,0.0,4193.55
2014-01-02,6935.0,0.0,4193.55
2014-01-03,6094.0,0.0,4193.55
2014-01-04,4973.0,0.0,4193.55
2014-01-05,4522.0,0.0,4193.55
2014-01-06,5720.0,0.0,4193.55
2014-01-07,4984.0,0.0,4193.55
2014-01-08,4359.0,0.0,4193.55
2014-01-09,3397.0,0.0,4193.55
2014-01-10,3441.0,0.0,4193.55
2014-01-11,3024.0,0.0,4193.55
2014-01-12,2984.0,0.0,4193.55
2014-01-13,3630.0,0.0,4193.55
2014-01-14,3628.0,0.0,4193.55
2014-01-15,2684.0,0.0,4193.55
2014-01-16,2454.0,0.0,4193.55
2014-01-17,3069.0,0.0,4193.55
2014-01-18,2449.0,0.0,4193.55
2014-01-19,2570.0,0.0,4193.55
2014-01-20,3186.0,0.0,4193.55
2014-01-21,3710.0,0.0,4193.55
2014-01-22,3761.0,0.0,4193.55
2014-01-23,3610.0,0.0,4193.55
2014-01-24,4437.0,0.0,4193.55
2014-01-25,4175.0,0.0,4193.55
2014-01-26,5438.0,0.0,4193.55
2014-01-27,4644.0,0.0,4193.55
2014-01-28,5179.0,0.0,4193.55
2014-01-29,5461.0,0.0,4193.55
2014-01-30,5844.0,0.0,4193.55
2014-01-31,3996.0,0.0,4193.55
2014-02-01,4459.0,0.0,5714.29
2014-02-02,4104.0,0.0,5714.29
2014-02-03,3939.0,0.0,5714.29
2014-02-04,4163.0,0.0,5714.29
2014-02-05,4352.0,0.0,5714.29
2014-02-06,4228.0,0.0,5714.29
2014-02-07,4431.0,0.0,5714.29
2014-02-08,4513.0,0.0,5714.29
2014-02-09,4058.0,0.0,5714.29
2014-02-10,5105.0,0.0,5714.29
2014-02-11,5515.0,0.0,5714.29
2014-02-12,5478.0,0.0,5714.29
2014-02-13,5663.0,0.0,5714.29
2014-02-14,5602.0,0.0,5714.29
2014-02-15,5671.0,0.0,5714.29
2014-02-16,6307.0,0.0,5714.29
2014-02-17,7855.0,0.0,5714.29
2014-02-18,7003.0,0.0,5714.29
2014-02-19,7028.0,0.0,5714.29
2014-02-20,7080.0,0.0,5714.29
2014-02-21,7164.0,0.0,5714.29
2014-02-22,7329.0,0.0,5714.29
2014-02-23,7334.0,0.0,5714.29
2014-02-24,7431.0,0.0,5714.29
2014-02-25,7664.0,0.0,5714.29
2014-02-26,6907.0,0.0,5714.29
2014-02-27,6953.0,0.0,5714.29
2014-02-28,6678.0,0.0,5714.29
2014-03-01,8171.0,0.0,6129.03
2014-03-02,8202.0,0.0,6129.03
2014-03-03,7382.0,0.0,6129.03
2014-03-04,7048.0,0.0,6129.03
2014-03-05,6991.0,0.0,6129.03
2014-03-06,7019.0,0.0,6129.03
2014-03-07,6823.0,0.0,6129.03
2014-03-08,7800.0,0.0,6129.03
2014-03-09,7756.0,0.0,6129.03
2014-03-10,8547.0,0.0,6129.03
2014-03-11,7514.0,0.0,6129.03
2014-03-12,6863.0,0.0,6129.03
2014-03-13,7865.0,0.0,6129.03
2014-03-14,6941.0,0.0,6129.03
2014-03-15,7395.0,0.0,6129.03
2014-03-16,7227.0,0.0,6129.03
2014-03-17,8546.0,0.0,6129.03
2014-03-18,7300.0,0.0,6129.03
2014-03-19,7747.0,0.0,6129.03
2014-03-20,7163.0,0.0,6129.03
2014-03-21,7275.0,0.0,6129.03
2014-03-22,7772.0,0.0,6129.03
2014-03-23,8162.0,0.0,6129.03
2014-03-24,7865.0,0.0,6129.03
2014-03-25,7146.0,0.0,6129.03
2014-03-26,7589.0,0.0,6129.03
2014-03-27,7194.0,0.0,6129.03
2014-03-28,7705.0,0.0,6129.03
2014-03-29,0.0,0.0,6129.03
2014-03-30,0.0,0.0,6129.03
2014-03-31,0.0,0.0,6129.03
2014-04-01,0.0,0.0,7333.33
2014-04-02,0.0,0.0,7333.33
2014-04-03,0.0,0.0,7333.33
2014-04-04,0.0,0.0,7333.33
2014-04-05,0.0,0.0,7333.33
2014-04-06,0.0,0.0,7333.33
2014-04-07,0.0,0.0,7333.33
2014-04-08,0.0,0.0,7333.33
2014-04-09,0.0,0.0,7333.33
2014-04-10,0.0,0.0,7333.33
2014-04-11,0.0,0.0,7333.33
2014-04-12,0.0,0.0,7333.33
2014-04-13,0.0,0.0,7333.33
2014-04-14,0.0,0.0,7333.33
2014-04-15,0.0,0.0,7333.33
2014-04-16,0.0,0.0,7333.33
2014-04-17,0.0,0.0,7333.33
2014-04-18,0.0,0.0,7333.33
2014-04-19,0.0,0.0,7333.33
2014-04-20,0.0,0.0,7333.33
2014-04-21,0.0,0.0,7333.33
2014-04-22,0.0,0.0,7333.33
2014-04-23,0.0,0.0,7333.33
2014-04-24,0.0,0.0,7333.33
2014-04-25,0.0,0.0,7333.33
2014-04-26,0.0,0.0,7333.33
2014-04-27,0.0,0.0,7333.33
2014-04-28,0.0,0.0,7333.33
2014-04-29,0.0,0.0,7333.33
2014-04-30,0.0,0.0,7333.33
2014-05-01,0.0,0.0,8064.52
2014-05-02,0.0,0.0,8064.52
2014-05-03,0.0,0.0,8064.52
2014-05-04,0.0,0.0,8064.52
2014-05-05,0.0,0.0,8064.52
2014-05-06,0.0,0.0,8064.52
2014-05-07,0.0,0.0,8064.52
2014-05-08,0.0,0.0,8064.52
2014-05-09,0.0,0.0,8064.52
2014-05-10,0.0,0.0,8064.52
2014-05-11,0.0,0.0,8064.52
2014-05-12,0.0,0.0,8064.52
2014-05-13,0.0,0.0,8064.52
