date,new,old,est
2014-01-01,22787.0,0.0,19354.8
2014-01-02,23947.0,0.0,19354.8
2014-01-03,23481.0,0.0,19354.8
2014-01-04,23771.0,0.0,19354.8
2014-01-05,23483.0,0.0,19354.8
2014-01-06,22284.0,0.0,19354.8
2014-01-07,21883.0,0.0,19354.8
2014-01-08,21259.0,0.0,19354.8
2014-01-09,20670.0,0.0,19354.8
2014-01-10,21132.0,0.0,19354.8
2014-01-11,22001.0,0.0,19354.8
2014-01-12,22438.0,0.0,19354.8
2014-01-13,21284.0,0.0,19354.8
2014-01-14,20612.0,0.0,19354.8
2014-01-15,20314.0,0.0,19354.8
2014-01-16,20983.0,0.0,19354.8
2014-01-17,21550.0,0.0,19354.8
2014-01-18,22298.0,0.0,19354.8
2014-01-19,22187.0,0.0,19354.8
2014-01-20,22080.0,0.0,19354.8
2014-01-21,21249.0,0.0,19354.8
2014-01-22,21419.0,0.0,19354.8
2014-01-23,22378.0,0.0,19354.8
2014-01-24,22712.0,0.0,19354.8
2014-01-25,22358.0,0.0,19354.8
2014-01-26,22745.0,0.0,19354.8
2014-01-27,22321.0,0.0,19354.8
2014-01-28,22290.0,0.0,19354.8
2014-01-29,21995.0,0.0,19354.8
2014-01-30,21770.0,0.0,19354.8
2014-01-31,21916.0,0.0,19354.8
2014-02-01,22287.0,0.0,21428.6
2014-02-02,23087.0,16129.0,21428.6
2014-02-03,22657.0,18904.0,21428.6
2014-02-04,23096.0,20997.0,21428.6
2014-02-05,23337.0,22274.0,21428.6
2014-02-06,23589.0,23526.0,21428.6
2014-02-07,23535.0,25584.0,21428.6
2014-02-08,23656.0,26457.0,21428.6
2014-02-09,23626.0,26423.0,21428.6
2014-02-10,23251.0,24464.0,21428.6
2014-02-11,22579.0,22713.0,21428.6
2014-02-12,22572.0,22359.0,21428.6
2014-02-13,22210.0,22769.0,21428.6
2014-02-14,21918.0,24565.0,21428.6
2014-02-15,21640.0,25368.0,21428.6
2014-02-16,21921.0,27159.0,21428.6
2014-02-17,21021.0,28790.0,21428.6
2014-02-18,20136.0,29480.0,21428.6
2014-02-19,19357.0,28562.0,21428.6
2014-02-20,18992.0,28557.0,21428.6
2014-02-21,19865.0,28140.0,21428.6
2014-02-22,21644.0,28199.0,21428.6
2014-02-23,22408.0,28567.0,21428.6
2014-02-24,20597.0,29505.0,21428.6
2014-02-25,19607.0,29328.0,21428.6
2014-02-26,19516.0,29249.0,21428.6
2014-02-27,19719.0,28776.0,21428.6
2014-02-28,20608.0,29175.0,21428.6
2014-03-01,23285.0,34724.0,19354.8
2014-03-02,25158.0,35591.0,19354.8
2014-03-03,21248.0,34314.0,19354.8
2014-03-04,20233.0,33029.0,19354.8
2014-03-05,19074.0,31655.0,19354.8
2014-03-06,18957.0,30810.0,19354.8
2014-03-07,19856.0,30662.0,19354.8
2014-03-08,22347.0,31166.0,19354.8
2014-03-09,22849.0,32868.0,19354.8
2014-03-10,19834.0,33388.0,19354.8
2014-03-11,18798.0,32198.0,19354.8
2014-03-12,18820.0,31169.0,19354.8
2014-03-13,18084.0,30091.0,19354.8
2014-03-14,18635.0,29058.0,19354.8
2014-03-15,20503.0,29359.0,19354.8
2014-03-16,21453.0,30935.0,19354.8
2014-03-17,18983.0,32954.0,19354.8
2014-03-18,17987.0,30713.0,19354.8
2014-03-19,17391.0,29069.0,19354.8
2014-03-20,17515.0,28191.0,19354.8
2014-03-21,18153.0,27746.0,19354.8
2014-03-22,19710.0,28466.0,19354.8
2014-03-23,20599.0,29383.0,19354.8
2014-03-24,18073.0,29928.0,19354.8
2014-03-25,17033.0,28021.0,19354.8
2014-03-26,16704.0,26496.0,19354.8
2014-03-27,16512.0,25779.0,19354.8
2014-03-28,17784.0,25357.0,19354.8
2014-03-29,0.0,25395.0,19354.8
2014-03-30,0.0,26414.0,19354.8
2014-03-31,0.0,26273.0,19354.8
2014-04-01,0.0,30946.0,20000.0
2014-04-02,0.0,32269.0,20000.0
2014-04-03,0.0,30901.0,20000.0
2014-04-04,0.0,33417.0,20000.0
2014-04-05,0.0,34902.0,20000.0
2014-04-06,0.0,31317.0,20000.0
2014-04-07,0.0,29464.0,20000.0
2014-04-08,0.0,28870.0,20000.0
2014-04-09,0.0,28251.0,20000.0
2014-04-10,0.0,27425.0,20000.0
2014-04-11,0.0,27259.0,20000.0
2014-04-12,0.0,27794.0,20000.0
2014-04-13,0.0,28773.0,20000.0
2014-04-14,0.0,29644.0,20000.0
2014-04-15,0.0,28136.0,20000.0
2014-04-16,0.0,27656.0,20000.0
2014-04-17,0.0,28254.0,20000.0
2014-04-18,0.0,27806.0,20000.0
2014-04-19,0.0,28457.0,20000.0
2014-04-20,0.0,29296.0,20000.0
2014-04-21,0.0,30621.0,20000.0
2014-04-22,0.0,29648.0,20000.0
2014-04-23,0.0,27915.0,20000.0
2014-04-24,0.0,27233.0,20000.0
2014-04-25,0.0,26837.0,20000.0
2014-04-26,0.0,26581.0,20000.0
2014-04-27,0.0,26673.0,20000.0
2014-04-28,0.0,27988.0,20000.0
2014-04-29,0.0,30593.0,20000.0
2014-04-30,0.0,33049.0,20000.0
2014-05-01,0.0,39207.0,19354.8
2014-05-02,0.0,46322.0,19354.8
2014-05-03,0.0,40906.0,19354.8
2014-05-04,0.0,38286.0,19354.8
2014-05-05,0.0,38072.0,19354.8
2014-05-06,0.0,36207.0,19354.8
2014-05-07,0.0,35268.0,19354.8
2014-05-08,0.0,34850.0,19354.8
2014-05-09,0.0,34168.0,19354.8
2014-05-10,0.0,34507.0,19354.8
2014-05-11,0.0,34616.0,19354.8
2014-05-12,0.0,36689.0,19354.8
2014-05-13,0.0,34937.0,19354.8
2014-05-14,0.0,33440.0,19354.8
2014-05-15,0.0,32707.0,19354.8
2014-05-16,0.0,33515.0,19354.8
2014-05-17,0.0,35631.0,19354.8
2014-05-18,0.0,35998.0,19354.8
2014-05-19,0.0,37114.0,19354.8
2014-05-20,0.0,35639.0,19354.8
2014-05-21,0.0,34072.0,19354.8
2014-05-22,0.0,33563.0,19354.8
2014-05-23,0.0,33098.0,19354.8
2014-05-24,0.0,33448.0,19354.8
2014-05-25,0.0,34852.0,19354.8
2014-05-26,0.0,36709.0,19354.8
2014-05-27,0.0,34259.0,19354.8
2014-05-28,0.0,32843.0,19354.8
2014-05-29,0.0,31760.0,19354.8
2014-05-30,0.0,31936.0,19354.8
2014-05-31,0.0,32191.0,19354.8
2014-06-01,0.0,38098.0,20000.0
2014-06-02,0.0,42848.0,20000.0
2014-06-03,0.0,39919.0,20000.0
2014-06-04,0.0,37760.0,20000.0
2014-06-05,0.0,37093.0,20000.0
2014-06-06,0.0,37920.0,20000.0
2014-06-07,0.0,37672.0,20000.0
2014-06-08,0.0,36664.0,20000.0
2014-06-09,0.0,37153.0,20000.0
2014-06-10,0.0,38271.0,20000.0
2014-06-11,0.0,38446.0,20000.0
2014-06-12,0.0,39669.0,20000.0
2014-06-13,0.0,38422.0,20000.0
2014-06-14,0.0,37389.0,20000.0
2014-06-15,0.0,36852.0,20000.0
2014-06-16,0.0,37264.0,20000.0
2014-06-17,0.0,35988.0,20000.0
2014-06-18,0.0,35404.0,20000.0
2014-06-19,0.0,34694.0,20000.0
2014-06-20,0.0,35128.0,20000.0
2014-06-21,0.0,36104.0,20000.0
2014-06-22,0.0,36318.0,20000.0
2014-06-23,0.0,38103.0,20000.0
2014-06-24,0.0,36269.0,20000.0
2014-06-25,0.0,34983.0,20000.0
2014-06-26,0.0,34278.0,20000.0
2014-06-27,0.0,33952.0,20000.0
2014-06-28,0.0,34040.0,20000.0
2014-06-29,0.0,34712.0,20000.0
2014-06-30,0.0,35407.0,20000.0
2014-07-01,0.0,39486.0,16129.0
2014-07-02,0.0,42224.0,16129.0
2014-07-03,0.0,39604.0,16129.0
2014-07-04,0.0,38488.0,16129.0
2014-07-05,0.0,38145.0,16129.0
2014-07-06,0.0,37773.0,16129.0
2014-07-07,0.0,38989.0,16129.0
2014-07-08,0.0,38615.0,16129.0
2014-07-09,0.0,37960.0,16129.0
2014-07-10,0.0,37725.0,16129.0
2014-07-11,0.0,37201.0,16129.0
2014-07-12,0.0,37304.0,16129.0
2014-07-13,0.0,37388.0,16129.0
2014-07-14,0.0,37337.0,16129.0
2014-07-15,0.0,37119.0,16129.0
2014-07-16,0.0,37298.0,16129.0
2014-07-17,0.0,37027.0,16129.0
2014-07-18,0.0,36682.0,16129.0
2014-07-19,0.0,35896.0,16129.0
2014-07-20,0.0,35552.0,16129.0
2014-07-21,0.0,36182.0,16129.0
2014-07-22,0.0,35819.0,16129.0
2014-07-23,0.0,35842.0,16129.0
2014-07-24,0.0,34743.0,16129.0
2014-07-25,0.0,34339.0,16129.0
2014-07-26,0.0,34039.0,16129.0
2014-07-27,0.0,33414.0,16129.0
2014-07-28,0.0,33360.0,16129.0
2014-07-29,0.0,33152.0,16129.0
2014-07-30,0.0,32576.0,16129.0
2014-07-31,0.0,31971.0,16129.0
2014-08-01,0.0,36884.0,16129.0
2014-08-02,0.0,39643.0,16129.0
2014-08-03,0.0,37797.0,16129.0
2014-08-04,0.0,36802.0,16129.0
2014-08-05,0.0,36294.0,16129.0
2014-08-06,0.0,35360.0,16129.0
2014-08-07,0.0,35649.0,16129.0
2014-08-08,0.0,35038.0,16129.0
2014-08-09,0.0,35290.0,16129.0
2014-08-10,0.0,34628.0,16129.0
2014-08-11,0.0,35031.0,16129.0
2014-08-12,0.0,34460.0,16129.0
2014-08-13,0.0,34893.0,16129.0
2014-08-14,0.0,33760.0,16129.0
2014-08-15,0.0,33523.0,16129.0
2014-08-16,0.0,33258.0,16129.0
2014-08-17,0.0,32963.0,16129.0
2014-08-18,0.0,33313.0,16129.0
2014-08-19,0.0,32569.0,16129.0
2014-08-20,0.0,31971.0,16129.0
2014-08-21,0.0,32499.0,16129.0
2014-08-22,0.0,31506.0,16129.0
2014-08-23,0.0,31162.0,16129.0
2014-08-24,0.0,31207.0,16129.0
2014-08-25,0.0,31415.0,16129.0
2014-08-26,0.0,30839.0,16129.0
2014-08-27,0.0,30134.0,16129.0
2014-08-28,0.0,30024.0,16129.0
2014-08-29,0.0,29674.0,16129.0
2014-08-30,0.0,29279.0,16129.0
2014-08-31,0.0,29815.0,16129.0
2014-09-01,0.0,32509.0,16666.7
2014-09-02,0.0,33933.0,16666.7
2014-09-03,0.0,31095.0,16666.7
2014-09-04,0.0,30239.0,16666.7
2014-09-05,0.0,29576.0,16666.7
2014-09-06,0.0,29464.0,16666.7
2014-09-07,0.0,31314.0,16666.7
2014-09-08,0.0,32681.0,16666.7
2014-09-09,0.0,29680.0,16666.7
2014-09-10,0.0,28973.0,16666.7
2014-09-11,0.0,27007.0,16666.7
2014-09-12,0.0,27639.0,16666.7
2014-09-13,0.0,28087.0,16666.7
2014-09-14,0.0,29315.0,16666.7
2014-09-15,0.0,29620.0,16666.7
2014-09-16,0.0,27509.0,16666.7
2014-09-17,0.0,26571.0,16666.7
2014-09-18,0.0,28223.0,16666.7
2014-09-19,0.0,30578.0,16666.7
2014-09-20,0.0,31986.0,16666.7
2014-09-21,0.0,30971.0,16666.7
2014-09-22,0.0,28800.0,16666.7
2014-09-23,0.0,27050.0,16666.7
2014-09-24,0.0,25855.0,16666.7
2014-09-25,0.0,24652.0,16666.7
2014-09-26,0.0,24512.0,16666.7
2014-09-27,0.0,24313.0,16666.7
2014-09-28,0.0,24807.0,16666.7
2014-09-29,0.0,24510.0,16666.7
2014-09-30,0.0,26490.0,16666.7
2014-10-01,0.0,31456.0,16129.0
2014-10-02,0.0,34197.0,16129.0
2014-10-03,0.0,31878.0,16129.0
2014-10-04,0.0,30459.0,16129.0
2014-10-05,0.0,29722.0,16129.0
2014-10-06,0.0,29163.0,16129.0
2014-10-07,0.0,29364.0,16129.0
2014-10-08,0.0,27175.0,16129.0
2014-10-09,0.0,26144.0,16129.0
2014-10-10,0.0,26102.0,16129.0
2014-10-11,0.0,25887.0,16129.0
2014-10-12,0.0,26880.0,16129.0
2014-10-13,0.0,28307.0,16129.0
2014-10-14,0.0,26831.0,16129.0
2014-10-15,0.0,25008.0,16129.0
2014-10-16,0.0,24089.0,16129.0
2014-10-17,0.0,23779.0,16129.0
2014-10-18,0.0,24300.0,16129.0
2014-10-19,0.0,25885.0,16129.0
2014-10-20,0.0,26684.0,16129.0
2014-10-21,0.0,24465.0,16129.0
2014-10-22,0.0,23130.0,16129.0
2014-10-23,0.0,23122.0,16129.0
2014-10-24,0.0,22510.0,16129.0
2014-10-25,0.0,22755.0,16129.0
2014-10-26,0.0,23979.0,16129.0
2014-10-27,0.0,24895.0,16129.0
2014-10-28,0.0,23108.0,16129.0
2014-10-29,0.0,22668.0,16129.0
2014-10-30,0.0,22431.0,16129.0
2014-10-31,0.0,22863.0,16129.0
2014-11-01,0.0,25615.0,16666.7
2014-11-02,0.0,29002.0,16666.7
2014-11-03,0.0,29262.0,16666.7
2014-11-04,0.0,25856.0,16666.7
2014-11-05,0.0,24746.0,16666.7
2014-11-06,0.0,24479.0,16666.7
2014-11-07,0.0,23786.0,16666.7
2014-11-08,0.0,24600.0,16666.7
2014-11-09,0.0,26271.0,16666.7
2014-11-10,0.0,27200.0,16666.7
2014-11-11,0.0,24886.0,16666.7
2014-11-12,0.0,23263.0,16666.7
2014-11-13,0.0,23067.0,16666.7
2014-11-14,0.0,22038.0,16666.7
2014-11-15,0.0,22581.0,16666.7
2014-11-16,0.0,24535.0,16666.7
2014-11-17,0.0,24783.0,16666.7
2014-11-18,0.0,22329.0,16666.7
2014-11-19,0.0,21883.0,16666.7
2014-11-20,0.0,21005.0,16666.7
2014-11-21,0.0,21366.0,16666.7
2014-11-22,0.0,22090.0,16666.7
2014-11-23,0.0,23818.0,16666.7
2014-11-24,0.0,24979.0,16666.7
2014-11-25,0.0,21955.0,16666.7
2014-11-26,0.0,20873.0,16666.7
2014-11-27,0.0,20859.0,16666.7
2014-11-28,0.0,19954.0,16666.7
2014-11-29,0.0,20360.0,16666.7
