date,new,old,est
2014-01-01,7792.0,0.0,9624.0
2014-01-02,8301.0,0.0,9624.0
2014-01-03,7904.0,0.0,9624.0
2014-01-04,8045.0,0.0,9624.0
2014-01-05,8367.0,0.0,9624.0
2014-01-06,8229.0,0.0,9624.0
2014-01-07,8251.0,0.0,9624.0
2014-01-08,8276.0,0.0,9624.0
2014-01-09,7925.0,0.0,9624.0
2014-01-10,8273.0,0.0,9624.0
2014-01-11,8609.0,0.0,9624.0
2014-01-12,9273.0,0.0,9624.0
2014-01-13,9351.0,0.0,9624.0
2014-01-14,9210.0,0.0,9624.0
2014-01-15,8963.0,0.0,9624.0
2014-01-16,9168.0,0.0,9624.0
2014-01-17,10205.0,0.0,9624.0
2014-01-18,10148.0,0.0,9624.0
2014-01-19,10828.0,0.0,9624.0
2014-01-20,11504.0,0.0,9624.0
2014-01-21,11168.0,0.0,9624.0
2014-01-22,11078.0,0.0,9624.0
2014-01-23,11053.0,0.0,9624.0
2014-01-24,11683.0,0.0,9624.0
2014-01-25,11704.0,0.0,9624.0
2014-01-26,12497.0,0.0,9624.0
2014-01-27,12157.0,0.0,9624.0
2014-01-28,12297.0,0.0,9624.0
2014-01-29,12462.0,0.0,9624.0
2014-01-30,12887.0,0.0,9624.0
2014-01-31,11267.0,0.0,9624.0
2014-02-01,11064.0,0.0,8814.0
2014-02-02,11303.0,12161.0,8814.0
2014-02-03,11168.0,14247.0,8814.0
2014-02-04,11431.0,15213.0,8814.0
2014-02-05,11518.0,15667.0,8814.0
2014-02-06,11633.0,16341.0,8814.0
2014-02-07,11551.0,17483.0,8814.0
2014-02-08,11684.0,17537.0,8814.0
2014-02-09,11862.0,17262.0,8814.0
2014-02-10,11830.0,15788.0,8814.0
2014-02-11,11655.0,14251.0,8814.0
2014-02-12,11695.0,14058.0,8814.0
2014-02-13,11336.0,14442.0,8814.0
2014-02-14,10919.0,15282.0,8814.0
2014-02-15,10909.0,16030.0,8814.0
2014-02-16,11221.0,16891.0,8814.0
2014-02-17,11131.0,17591.0,8814.0
2014-02-18,10372.0,18412.0,8814.0
2014-02-19,9752.0,17662.0,8814.0
2014-02-20,9433.0,17256.0,8814.0
