date,new,old,est
2014-01-01,13661.0,0.0,13148.0
2014-01-02,15295.0,0.0,13148.0
2014-01-03,14809.0,0.0,13148.0
2014-01-04,14382.0,0.0,13148.0
2014-01-05,14025.0,0.0,13148.0
2014-01-06,13680.0,0.0,13148.0
2014-01-07,13488.0,0.0,13148.0
2014-01-08,13222.0,0.0,13148.0
2014-01-09,12657.0,0.0,13148.0
2014-01-10,12913.0,0.0,13148.0
2014-01-11,13310.0,0.0,13148.0
2014-01-12,14006.0,0.0,13148.0
2014-01-13,13415.0,0.0,13148.0
2014-01-14,13049.0,0.0,13148.0
2014-01-15,12953.0,0.0,13148.0
2014-01-16,13328.0,0.0,13148.0
2014-01-17,13784.0,0.0,13148.0
2014-01-18,13984.0,0.0,13148.0
2014-01-19,14138.0,0.0,13148.0
2014-01-20,14564.0,0.0,13148.0
2014-01-21,14760.0,0.0,13148.0
2014-01-22,14932.0,0.0,13148.0
2014-01-23,15751.0,0.0,13148.0
2014-01-24,15988.0,0.0,13148.0
2014-01-25,16103.0,0.0,13148.0
2014-01-26,16756.0,0.0,13148.0
2014-01-27,16968.0,0.0,13148.0
2014-01-28,17212.0,0.0,13148.0
2014-01-29,17577.0,0.0,13148.0
2014-01-30,17669.0,0.0,13148.0
2014-01-31,17037.0,0.0,13148.0
2014-02-01,16731.0,0.0,15284.0
2014-02-02,16870.0,3042.0,15284.0
2014-02-03,17049.0,3785.0,15284.0
2014-02-04,17401.0,4205.0,15284.0
2014-02-05,17922.0,4508.0,15284.0
2014-02-06,17993.0,4701.0,15284.0
2014-02-07,18254.0,5135.0,15284.0
2014-02-08,18388.0,5287.0,15284.0
2014-02-09,18086.0,5153.0,15284.0
2014-02-10,17940.0,4752.0,15284.0
2014-02-11,17919.0,4195.0,15284.0
2014-02-12,17854.0,4148.0,15284.0
2014-02-13,17685.0,4281.0,15284.0
2014-02-14,17247.0,4616.0,15284.0
2014-02-15,17537.0,4993.0,15284.0
2014-02-16,18034.0,5376.0,15284.0
2014-02-17,17658.0,5504.0,15284.0
2014-02-18,16925.0,5737.0,15284.0
2014-02-19,16387.0,5492.0,15284.0
2014-02-20,16028.0,5365.0,15284.0
2014-02-21,16718.0,5383.0,15284.0
2014-02-22,17930.0,5188.0,15284.0
2014-02-23,18707.0,5427.0,15284.0
2014-02-24,17322.0,5560.0,15284.0
2014-02-25,16521.0,5458.0,15284.0
2014-02-26,16335.0,5567.0,15284.0
2014-02-27,16101.0,5128.0,15284.0
2014-02-28,17181.0,5148.0,15284.0
2014-03-01,19283.0,6049.0,14496.0
2014-03-02,20346.0,6103.0,14496.0
2014-03-03,17577.0,5813.0,14496.0
2014-03-04,16681.0,5669.0,14496.0
2014-03-05,16421.0,5123.0,14496.0
2014-03-06,16104.0,5166.0,14496.0
2014-03-07,16570.0,4826.0,14496.0
2014-03-08,18224.0,4955.0,14496.0
2014-03-09,18119.0,5225.0,14496.0
2014-03-10,16594.0,5152.0,14496.0
2014-03-11,16001.0,4794.0,14496.0
2014-03-12,15956.0,4839.0,14496.0
2014-03-13,15424.0,4447.0,14496.0
2014-03-14,15993.0,4308.0,14496.0
2014-03-15,17256.0,4353.0,14496.0
2014-03-16,17840.0,4534.0,14496.0
2014-03-17,16941.0,4813.0,14496.0
2014-03-18,16338.0,4454.0,14496.0
2014-03-19,16333.0,4324.0,14496.0
2014-03-20,16174.0,4065.0,14496.0
2014-03-21,16603.0,3887.0,14496.0
2014-03-22,17871.0,4085.0,14496.0
2014-03-23,18520.0,4196.0,14496.0
2014-03-24,16628.0,4208.0,14496.0
2014-03-25,15889.0,3969.0,14496.0
2014-03-26,16075.0,3782.0,14496.0
2014-03-27,15554.0,3812.0,14496.0
2014-03-28,16187.0,3753.0,14496.0
2014-03-29,0.0,3747.0,14496.0
2014-03-30,0.0,3959.0,14496.0
