date,ratio
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-05,0.0
2013-01-06,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-12,0.0
2013-01-13,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-19,0.0
2013-01-20,0.0
2013-01-21,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-26,0.0
2013-01-27,0.0
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,0.0
2013-02-01,0.0
2013-02-02,0.610553146547
2013-02-03,0.590081269446
2013-02-04,0.583681990893
2013-02-05,0.601553299733
2013-02-06,0.604784388061
2013-02-07,0.612144412177
2013-02-08,0.625124363077
2013-02-09,0.622495209636
2013-02-10,0.618743240839
2013-02-11,0.605713614477
2013-02-12,0.591737118067
2013-02-13,0.605261395511
2013-02-14,0.60996467744
2013-02-15,0.618373805656
2013-02-16,0.615949436372
2013-02-17,0.631362590864
2013-02-18,0.600417431131
2013-02-19,0.600465334817
2013-02-20,0.605326421666
2013-02-21,0.601803930253
2013-02-22,0.590927568331
2013-02-23,0.603459686165
2013-02-24,0.621008318646
2013-02-25,0.624948222897
2013-02-26,0.604079434894
2013-02-27,0.605008640599
2013-02-28,0.595974800381
2013-03-01,0.598874021614
2013-03-02,0.624648258118
2013-03-03,0.61374631234
2013-03-04,0.616216375159
2013-03-05,0.608468633571
2013-03-06,0.610324311288
2013-03-07,0.608629036404
2013-03-08,0.615746946831
2013-03-09,0.622820921068
2013-03-10,0.621988020604
2013-03-11,0.620568031736
2013-03-12,0.608232405677
2013-03-13,0.600849650858
2013-03-14,0.599729480222
2013-03-15,0.60490660317
2013-03-16,0.611546788678
2013-03-17,0.610642961183
2013-03-18,0.612701892562
2013-03-19,0.607909215265
2013-03-20,0.607859500626
2013-03-21,0.610327632807
2013-03-22,0.614070161479
2013-03-23,0.614278094727
2013-03-24,0.616899340064
2013-03-25,0.615997480112
2013-03-26,0.606824123417
2013-03-27,0.60428978689
2013-03-28,0.60263144644
2013-03-29,0.606391161342
2013-03-30,0.611788287875
2013-03-31,0.617573521216
2013-04-01,0.631594440557
2013-04-02,0.632789588197
2013-04-03,0.632126662066
2013-04-04,0.637838998697
2013-04-05,0.642210283742
2013-04-06,0.635597815519
2013-04-07,0.63688467248
2013-04-08,0.634758694745
2013-04-09,0.629974239957
2013-04-10,0.629291921112
2013-04-11,0.631316641389
2013-04-12,0.638562597742
2013-04-13,0.641790794791
2013-04-14,0.650463621889
2013-04-15,0.655652315821
2013-04-16,0.655465261487
2013-04-17,0.662180383923
2013-04-18,0.662340336828
2013-04-19,0.663670040551
2013-04-20,0.656949744676
2013-04-21,0.656793099246
2013-04-22,0.65774047107
2013-04-23,0.651762272697
2013-04-24,0.646429486107
2013-04-25,0.649222495034
2013-04-26,0.645568267792
2013-04-27,0.648467508028
2013-04-28,0.646876713727
2013-04-29,0.649548175279
2013-04-30,0.656802875223
2013-05-01,0.671281046816
2013-05-02,0.684182395227
2013-05-03,0.680693990202
2013-05-04,0.679282149998
2013-05-05,0.680300436914
2013-05-06,0.680014399812
2013-05-07,0.681017084746
2013-05-08,0.684774917783
2013-05-09,0.682744653779
2013-05-10,0.684471102431
2013-05-11,0.685406583128
2013-05-12,0.688655953039
2013-05-13,0.693284699693
2013-05-14,0.690999939223
2013-05-15,0.692210708512
2013-05-16,0.69367623399
2013-05-17,0.696260170545
2013-05-18,0.695324322907
2013-05-19,0.692664201139
2013-05-20,0.693514448009
2013-05-21,0.694446706329
2013-05-22,0.698915971909
2013-05-23,0.69729308656
2013-05-24,0.701560798567
2013-05-25,0.703275142703
2013-05-26,0.704415121581
2013-05-27,0.702772526885
2013-05-28,0.703543652548
2013-05-29,0.702168397605
2013-05-30,0.705018719309
2013-05-31,0.707388389856
2013-06-01,0.712432067376
2013-06-02,0.717897656374
2013-06-03,0.718314452213
2013-06-04,0.716571808676
2013-06-05,0.71783802961
2013-06-06,0.701317096595
2013-06-07,0.719245890039
2013-06-08,0.717088547652
2013-06-09,0.717790042632
2013-06-10,0.712366334395
2013-06-11,0.715602986049
2013-06-12,0.715519572725
2013-06-13,0.71769874054
2013-06-14,0.703823164338
2013-06-15,0.722652182332
2013-06-16,0.723119769944
2013-06-17,0.723080232157
2013-06-18,0.72120736097
2013-06-19,0.719643812394
2013-06-20,0.707959966967
2013-06-21,0.716067646048
2013-06-22,0.72066989867
2013-06-23,0.721804490779
2013-06-24,0.720468647545
2013-06-25,0.722293868545
2013-06-26,0.720379914856
2013-06-27,0.725069805048
2013-06-28,0.726859032991
2013-06-29,0.723692288506
2013-06-30,0.724529749248
2013-07-01,0.730225446634
2013-07-02,0.732294478687
2013-07-03,0.733229990117
2013-07-04,0.735052570584
2013-07-05,0.738814422046
2013-07-06,0.7370707019
2013-07-07,0.736804282875
2013-07-08,0.737621064531
2013-07-09,0.7373623444
2013-07-10,0.73687245918
2013-07-11,0.738344819401
2013-07-12,0.738964527147
2013-07-13,0.739055077545
2013-07-14,0.738832007861
2013-07-15,0.738929394749
2013-07-16,0.73803430784
2013-07-17,0.740474884631
2013-07-18,0.739899762091
2013-07-19,0.738385383622
2013-07-20,0.734904282377
2013-07-21,0.735188020975
2013-07-22,0.73661324149
2013-07-23,0.736367022386
2013-07-24,0.736296074349
2013-07-25,0.736360061797
2013-07-26,0.73964130634
2013-07-27,0.740076530725
2013-07-28,0.738491090946
2013-07-29,0.739183244761
2013-07-30,0.738389308797
2013-07-31,0.734762689564
2013-08-01,0.740283063864
2013-08-02,0.742806199589
2013-08-03,0.745944716153
2013-08-04,0.745156608056
2013-08-05,0.744916744065
2013-08-06,0.747620491078
2013-08-07,0.746869036346
2013-08-08,0.747570992215
2013-08-09,0.747079617926
2013-08-10,0.748605819652
2013-08-11,0.74800166057
2013-08-12,0.749344681157
2013-08-13,0.737689473317
2013-08-14,0.749786788947
2013-08-15,0.750413671019
2013-08-16,0.75027500093
2013-08-17,0.748669789755
2013-08-18,0.750362779363
2013-08-19,0.750775260851
2013-08-20,0.750701734214
2013-08-21,0.740899973665
2013-08-22,0.750719058909
2013-08-23,0.750647831941
2013-08-24,0.751636864035
2013-08-25,0.752634294797
2013-08-26,0.753452227684
2013-08-27,0.753311434179
2013-08-28,0.752944127191
2013-08-29,0.749169408111
2013-08-30,0.746079368284
2013-08-31,0.744935294613
2013-09-01,0.746139971656
2013-09-02,0.731144695659
2013-09-03,0.740501084481
2013-09-04,0.748411931098
2013-09-05,0.751118090935
2013-09-06,0.750637146411
2013-09-07,0.750846051611
2013-09-08,0.750899496255
2013-09-09,0.75195020251
2013-09-10,0.742853446165
2013-09-11,0.751589162275
2013-09-12,0.752000216627
2013-09-13,0.753754596226
2013-09-14,0.753136024636
2013-09-15,0.756536481553
2013-09-16,0.756551500643
2013-09-17,0.758631137433
2013-09-18,0.749612013111
2013-09-19,0.761930476176
2013-09-20,0.762767629232
2013-09-21,0.761884341948
2013-09-22,0.753823846346
2013-09-23,0.76435417484
2013-09-24,0.763599997154
2013-09-25,0.764448260539
2013-09-26,0.754712871509
2013-09-27,0.762961579021
2013-09-28,0.762171710609
2013-09-29,0.762731382856
2013-09-30,0.757214002777
2013-10-01,0.761755501619
2013-10-02,0.767905887216
2013-10-03,0.767863323446
2013-10-04,0.769019024214
2013-10-05,0.767739353236
2013-10-06,0.769524063217
2013-10-07,0.769117102725
2013-10-08,0.769352650503
2013-10-09,0.768301658565
2013-10-10,0.757960787043
2013-10-11,0.768535966752
2013-10-12,0.759638201678
2013-10-13,0.76968255965
2013-10-14,0.770056838403
2013-10-15,0.768504607724
2013-10-16,0.765563304769
2013-10-17,0.766136201331
2013-10-18,0.764809246408
2013-10-19,0.765399375465
2013-10-20,0.768378081033
2013-10-21,0.769964485895
2013-10-22,0.768062653486
2013-10-23,0.768574973103
2013-10-24,0.770445347764
2013-10-25,0.7674473566
2013-10-26,0.767271748278
2013-10-27,0.763431761414
2013-10-28,0.768110934645
2013-10-29,0.765439345036
2013-10-30,0.764003764838
2013-10-31,0.756268373225
2013-11-01,0.769279393367
2013-11-02,0.769914207514
2013-11-03,0.771255998407
2013-11-04,0.771656278986
2013-11-05,0.771837267093
2013-11-06,0.771181353834
2013-11-07,0.770869756117
2013-11-08,0.771670321468
2013-11-09,0.772065441124
2013-11-10,0.769553759135
2013-11-11,0.762779403012
2013-11-12,0.77435220452
2013-11-13,0.767722791992
2013-11-14,0.774559362791
2013-11-15,0.771372086369
2013-11-16,0.771724882536
2013-11-17,0.771425265353
2013-11-18,0.771352490876
2013-11-19,0.771611999255
2013-11-20,0.771909593139
2013-11-21,0.771669526119
2013-11-22,0.768287280574
2013-11-23,0.7688813149
2013-11-24,0.766797504388
2013-11-25,0.767694351729
2013-11-26,0.769560132176
2013-11-27,0.759957450908
2013-11-28,0.768551202491
2013-11-29,0.771575845778
2013-11-30,0.769606926944
2013-12-01,0.770699753426
2013-12-02,0.77261014469
2013-12-03,0.772121752612
2013-12-04,0.770207560621
2013-12-05,0.767923630308
2013-12-06,0.764679141808
2013-12-07,0.766697279643
2013-12-08,0.765504166484
2013-12-09,0.765279239742
2013-12-10,0.764208844397
2013-12-11,0.755105369724
2013-12-12,0.76395120495
2013-12-13,0.754598944215
2013-12-14,0.757368357852
2013-12-15,0.75988143729
2013-12-16,0.759972110158
2013-12-17,0.757657381706
2013-12-18,0.759383113123
2013-12-19,0.760369034484
2013-12-20,0.757526687346
2013-12-21,0.758616432548
2013-12-22,0.760010486934
2013-12-23,0.760321606416
2013-12-24,0.76053098822
2013-12-25,0.762209780281
2013-12-26,0.760812306718
2013-12-27,0.761768747121
2013-12-28,0.759989167331
2013-12-29,0.761462069349
2013-12-30,0.763190816855
2013-12-31,0.763691994594
2014-01-01,0.767308606301
2014-01-02,0.772262976738
2014-01-03,0.769138219068
2014-01-04,0.768525090767
2014-01-05,0.770873162663
2014-01-06,0.765697007533
2014-01-07,0.767808760051
2014-01-08,0.7676382598
2014-01-09,0.770245697116
2014-01-10,0.769739289768
2014-01-11,0.772080939729
2014-01-12,0.770732611185
2014-01-13,0.76677366416
2014-01-14,0.767117327079
2014-01-15,0.77145174332
2014-01-16,0.773856334854
2014-01-17,0.771935973549
2014-01-18,0.776081939461
2014-01-19,0.775842872681
2014-01-20,0.773585615214
2014-01-21,0.772823072737
2014-01-22,0.774191817036
2014-01-23,0.776031940244
2014-01-24,0.77662655036
2014-01-25,0.776747626485
2014-01-26,0.775099311024
2014-01-27,0.781960601453
2014-01-28,0.782475615386
2014-01-29,0.783165055327
2014-01-30,0.784035561141
2014-01-31,0.789814225631
2014-02-01,0.786862193141
2014-02-02,0.786366784945
2014-02-03,0.787660694215
2014-02-04,0.786526646931
2014-02-05,0.787105897674
2014-02-06,0.786372079281
2014-02-07,0.787456878694
2014-02-08,0.787312089931
2014-02-09,0.790867087897
2014-02-10,0.783570437226
2014-02-11,0.781813525129
2014-02-12,0.779611920239
2014-02-13,0.775122294901
2014-02-14,0.778146324446
2014-02-15,0.779583805474
2014-02-16,0.777640112676
2014-02-17,0.775811778149
2014-02-18,0.777786547318
2014-02-19,0.775334325852
2014-02-20,0.775929279393
2014-02-21,0.777345721377
2014-02-22,0.77307401807
2014-02-23,0.771026696078
2014-02-24,0.773165746359
2014-02-25,0.770587351173
2014-02-26,0.771465108963
2014-02-27,0.769904039567
2014-02-28,0.770658660913
2014-03-01,0.767322093481
2014-03-02,0.770054885885
2014-03-03,0.775686568348
2014-03-04,0.77381679602
2014-03-05,0.77316501271
2014-03-06,0.772547764936
